http://ldzl.people.com.cn/dfzlk/front/personPage15649.htm,吴信宝,上海市虹口区委书记,男,1965年01月,安徽萧县,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4042.htm,常卫,北京市怀柔区委书记、区长,男,1966年09月,河南偃师,博士
http://ldzl.people.com.cn/dfzlk/front/personPage15105.htm,王成国,北京市平谷区委书记,男,1966年02月,山东莱芜,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4047.htm,李志军,北京市延庆区委书记,男,1969年10月,河南林州,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4242.htm,杲云,上海市黄浦区区长,男,1965年06月,江苏江都,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4038.htm,张燕友,北京市昌平区区长,男,1963年07月,北京,博士
http://ldzl.people.com.cn/dfzlk/front/personPage16776.htm,陈吉宁,北京市委副书记，代市长,男,1964年02月,吉林梨树,博士
http://ldzl.people.com.cn/dfzlk/front/personPage15051.htm,陈晏,贵州省铜仁市市长,男,1963年08月,江苏苏州,学士
http://ldzl.people.com.cn/dfzlk/front/personPage4236.htm,诸葛宇杰,上海市委常委、市委秘书长,男,1971年05月,上海,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16222.htm,阿更登,青海省海北藏族自治州州长,男,1967年09月,青海乐都,<br/>
http://ldzl.people.com.cn/dfzlk/front/personPage4418.htm,魏小东,北京市委常委、组织部部长,男,1961年05月,福建漳州,学士
http://ldzl.people.com.cn/dfzlk/front/personPage11006.htm,曾赞荣,北京市房山区委书记,男,1969年08月,湖南邵东,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage5778.htm,应勇,上海市委副书记、市长,男,1957年11月,浙江仙居,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4018.htm,张家明,北京市东城区委书记,男,1963年12月,安徽肥东,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16822.htm,倪耀明,上海市闵行区代区长,男,1963年05月,上海,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage14902.htm,陆晓栋,上海市静安区区长,男,1960年04月,上海,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4536.htm,葛长伟,广东省清远市委书记,男,1965年07月,安徽淮北,<br/>
http://ldzl.people.com.cn/dfzlk/front/personPage16605.htm,阴和俊,北京市委常委、副市长,男,1963年01月,山西古交,博士
http://ldzl.people.com.cn/dfzlk/front/personPage5458.htm,楼阳生,山西省委副书记，省长,男,1959年10月,浙江浦江,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4111.htm,张九萍,山西省晋城市委书记,女,1963年04月,山西祁县,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage6362.htm,李春生,广东省副省长,男,1961年03月,河南郑州,本科
http://ldzl.people.com.cn/dfzlk/front/personPage12763.htm,鸟成云,青海省海东市市长,男,1963年11月,青海湟中,研究生
http://ldzl.people.com.cn/dfzlk/front/personPage5296.htm,李伟,北京市人大常委会主任,男,1958年01月,江苏张家港,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4890.htm,薛延忠,山西省政协主席,男,1954年02月,山西孝义,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage15606.htm,朱伟,广东省佛山市市长,男,1968年09月,湖南石门,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16764.htm,唐德智,贵州省黔南布依族苗族自治州委书记,男,1965年07月,四川绵阳,<br/>
http://ldzl.people.com.cn/dfzlk/front/personPage16849.htm,陈群,上海市副市长,男,1964年04月,江苏宜兴,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4022.htm,吴桂英,北京市朝阳区委书记,女,1966年02月,河北唐山,博士
http://ldzl.people.com.cn/dfzlk/front/personPage16816.htm,林郑月娥,香港特别行政区行政长官,女,1957年05月,<br/>,学士
http://ldzl.people.com.cn/dfzlk/front/personPage12076.htm,谢坚钢,上海市杨浦区区长,男,1968年02月,浙江宁波,博士
http://ldzl.people.com.cn/dfzlk/front/personPage16263.htm,王赋,山西省委常委、省委秘书长,男,1962年03月,山西浑源,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16166.htm,张力兵,北京市通州区区长,男,1963年08月,北京,学士
http://ldzl.people.com.cn/dfzlk/front/personPage11011.htm,王小洪,公安部副部长，北京市副市长、市公安局局长,男,1957年07月,福建福州,本科
http://ldzl.people.com.cn/dfzlk/front/personPage4238.htm,方世忠,上海市徐汇区区长,男,1968年08月,安徽芜湖,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4703.htm,周荣,贵州省六盘水市委书记,男,1963年01月,贵州织金,学士
http://ldzl.people.com.cn/dfzlk/front/personPage4525.htm,郭锋,广东省清远市市长,男,1960年09月,广东大埔,研究生
http://ldzl.people.com.cn/dfzlk/front/personPage6434.htm,陈鸣明,贵州省副省长,男,1957年10月,贵州贵定,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4248.htm,李跃旗,上海市杨浦区委书记,男,1970年04月,上海,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4908.htm,吴志明,上海市政协主席,男,1952年02月,江苏扬州,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4530.htm,温国辉,广东省广州市市长,男,1963年10月,广东揭西,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage15584.htm,焦兰生,广东省中山市市长,男,1962年05月,河南长垣,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4993.htm,汪先永,北京市丰台区委书记,男,1967年07月,安徽太湖,博士
http://ldzl.people.com.cn/dfzlk/front/personPage16404.htm,李刚,贵州省六盘水市市长,男,1972年08月,贵州安顺,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage8298.htm,张建东,北京市副市长,男,1962年07月,河北乐亭,博士
http://ldzl.people.com.cn/dfzlk/front/personPage6408.htm,钟勉,贵州省副省长,男,1963年05月,四川犍为,博士
http://ldzl.people.com.cn/dfzlk/front/personPage16646.htm,施克辉,广东省委常委、省纪委书记,男,1961年07月,浙江浦江,研究生
http://ldzl.people.com.cn/dfzlk/front/personPage16009.htm,陈如桂,广东省深圳市代市长,男,1962年09月,广东廉江,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4915.htm,王学军,,男,1952年12月,河北南皮,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16775.htm,曾志权,广东省委常委,男,1963年01月,广东五华,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage16819.htm,贺天才,山西省副省长,男,1963年05月,山西晋城,博士
http://ldzl.people.com.cn/dfzlk/front/personPage6423.htm,谌贻琴,贵州省委副书记、省委政法委书记,女,1959年12月,贵州织金,研究生
http://ldzl.people.com.cn/dfzlk/front/personPage6512.htm,景俊海,北京市委副书记,男,1960年12月,陕西白水,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage12218.htm,赖泽华,广东省肇庆市委书记,男,1965年09月,广东紫金,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4116.htm,胡玉亭,山西省晋中市委书记,男,1964年07月,山西五台,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage6360.htm,许瑞生,广东省副省长,男,1962年04月,广东汕头,博士
http://ldzl.people.com.cn/dfzlk/front/personPage12151.htm,夏科家,上海市青浦区区长,男,1973年08月,江苏徐州,博士
http://ldzl.people.com.cn/dfzlk/front/personPage4329.htm,毕小彬,安徽省六安市市长,男,1966年03月,安徽怀宁,研究生
http://ldzl.people.com.cn/dfzlk/front/personPage4086.htm,商黎光,山西省委常委、省委政法委书记,男,1963年11月,河北巨鹿,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage4106.htm,李俊明,山西省忻州市委书记,男,1960年04月,山西定襄,硕士
http://ldzl.people.com.cn/dfzlk/front/personPage15709.htm,李扬,云南省红河哈尼族彝族自治州州长,男,1964年10月,云南绿春,研究生
